StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-18 15:26:04,2020-04-18 15:27:40,IP Address,107.77.228.198,100,95,True,2020-04-18 15:27:40,R_3g2iZ1EDR3vTlQD,,,,,33.9889068603515625,-118.1529998779296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:25,2020-04-18 15:27:42,IP Address,24.228.222.101,100,77,True,2020-04-18 15:27:42,R_21ibdotrwv3XecM,,,,,41.037994384765625,-73.5811004638671875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,,Left of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:24:34,2020-04-18 15:27:46,IP Address,98.216.9.202,100,191,True,2020-04-18 15:27:46,R_XsLQfnwiDlrzeTL,,,,,42.33990478515625,-71.1244964599609375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Occasionally,To a moderate extent,To a large extent,To a moderate extent,,To a large extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:25,2020-04-18 15:27:58,IP Address,104.162.12.253,100,92,True,2020-04-18 15:27:58,R_1gzKCi7ynlLF3sU,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:24,2020-04-18 15:28:00,IP Address,184.153.86.207,100,95,True,2020-04-18 15:28:00,R_2dYMWzOaUFr88Bj,,,,,40.7808990478515625,-73.95020294189453125,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a small extent,To a small extent,To a small extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:24:08,2020-04-18 15:28:13,IP Address,71.164.116.29,100,245,True,2020-04-18 15:28:13,R_3EJWuul15Lv3Qz3,,,,,42.7118072509765625,-73.7704010009765625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:24:34,2020-04-18 15:28:17,IP Address,96.35.35.251,100,222,True,2020-04-18 15:28:17,R_W0AxSX4FujiuVjz,,,,,38.575897216796875,-90.51670074462890625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:53,2020-04-18 15:28:19,IP Address,73.218.63.104,100,85,True,2020-04-18 15:28:20,R_3Ljspy1eztBiBRm,,,,,41.579803466796875,-72.500396728515625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:25:50,2020-04-18 15:28:20,IP Address,72.49.89.138,100,150,True,2020-04-18 15:28:21,R_DqI1SUBKhPswo1P,,,,,39.2639007568359375,-84.78170013427734375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Conservative,Never,To a small extent,To a moderate extent,To no or a very minimal extent,,To no or a very minimal extent,To a small extent,To a large extent,To a large extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 15:26:37,2020-04-18 15:28:21,IP Address,99.53.73.154,100,104,True,2020-04-18 15:28:22,R_1ZbP8VBcjmkZzY5,,,,,38.2655029296875,-85.562103271484375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:16,2020-04-18 15:28:21,IP Address,100.38.136.54,100,65,True,2020-04-18 15:28:22,R_3L6IboVfG4SNmrT,,,,,40.6649932861328125,-73.952301025390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:13,2020-04-18 15:28:37,IP Address,174.196.132.82,100,83,True,2020-04-18 15:28:37,R_3GiJ7Vy1oSYROUo,,,,,38.8032989501953125,-76.6696014404296875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To a small extent,To a small extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:52,2020-04-18 15:28:42,IP Address,174.100.203.76,100,109,True,2020-04-18 15:28:42,R_2S3vAANN4uJzpxH,,,,,41.4712066650390625,-81.52480316162109375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Occasionally,To a moderate extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:40,2020-04-18 15:28:42,IP Address,99.240.136.43,100,122,True,2020-04-18 15:28:43,R_2QtT7S0aELbtAh4,,,,,43.7816009521484375,-79.4192962646484375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,,Right of center,Never,To a moderate extent,To a large extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 15:27:15,2020-04-18 15:28:44,IP Address,69.253.47.69,100,88,True,2020-04-18 15:28:44,R_spsOWycL4fpu9gJ,,,,,40.013702392578125,-75.22879791259765625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Right of center,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To an extremely large extent,To a small extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:25:41,2020-04-18 15:28:46,IP Address,108.41.125.47,100,184,True,2020-04-18 15:28:46,R_3lVtXeeZNEWbvus,,,,,40.994293212890625,-73.79740142822265625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:24:43,2020-04-18 15:28:52,IP Address,74.66.192.21,100,249,True,2020-04-18 15:28:53,R_1HjxZa0OpC77H24,,,,,40.7960968017578125,-73.95130157470703125,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:00,2020-04-18 15:28:53,IP Address,96.28.240.74,100,112,True,2020-04-18 15:28:53,R_PZLzqESQEKO0Py9,,,,,38.9405975341796875,-84.3943023681640625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Left of center,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:34,2020-04-18 15:28:54,IP Address,67.189.219.247,100,79,True,2020-04-18 15:28:54,R_2fGIYa8W0ygHSEl,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Occasionally,To an extremely large extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,Write in,Bernie Sanders,,,,,,,,,0,0,Neutral,,,Unknown
2020-04-18 15:27:36,2020-04-18 15:28:58,IP Address,75.134.93.223,100,82,True,2020-04-18 15:28:59,R_31bo64eKwlvlGjY,,,,,41.62109375,-71.08899688720703125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Occasionally,To a moderate extent,To a large extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:10,2020-04-18 15:29:03,IP Address,173.21.123.115,100,53,True,2020-04-18 15:29:04,R_1lyG4Ct3nuwcEw1,,,,,41.62890625,-93.72550201416015625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a moderate extent,To an extremely large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:03,2020-04-18 15:29:06,IP Address,96.242.164.137,100,62,True,2020-04-18 15:29:06,R_6tdcC4s2QJ6aJCp,,,,,40.9864044189453125,-74.11119842529296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Conservative,Never,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,,To a large extent,To a small extent,To a moderate extent,To a small extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:39,2020-04-18 15:29:07,IP Address,174.203.8.180,100,88,True,2020-04-18 15:29:07,R_1rftHzTWd3pPbIn,,,,,40.8220062255859375,-73.8600006103515625,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:14,2020-04-18 15:29:12,IP Address,71.192.165.196,100,117,True,2020-04-18 15:29:12,R_27xs4BM1HBQAqKR,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Very liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:25:25,2020-04-18 15:29:14,IP Address,107.11.148.49,100,228,True,2020-04-18 15:29:14,R_1Do2ye1pRbk0L2c,,,,,39.9508056640625,-82.93289947509765625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Never,To a small extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:09,2020-04-18 15:29:24,IP Address,65.30.13.200,100,75,True,2020-04-18 15:29:24,R_2E3OfbBag4Bfq6k,,,,,43.014007568359375,-88.27829742431640625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Occasionally,To a small extent,To a small extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:28,2020-04-18 15:29:27,IP Address,24.218.250.161,100,118,True,2020-04-18 15:29:27,R_AL0pwX5plCg2JfH,,,,,41.272705078125,-70.09709930419921875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To a large extent,To a large extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:15,2020-04-18 15:29:28,IP Address,32.216.16.127,100,133,True,2020-04-18 15:29:29,R_1jPrc6NOadZL4wu,,,,,41.548095703125,-73.00119781494140625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Right of center,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To a large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:25,2020-04-18 15:29:29,IP Address,71.234.192.255,100,183,True,2020-04-18 15:29:29,R_3JlomcwMyB51cyL,,,,,41.3292999267578125,-72.966400146484375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Conservative,Never,To a small extent,To a small extent,To a small extent,,To a large extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:36,2020-04-18 15:29:33,IP Address,72.83.196.154,100,57,True,2020-04-18 15:29:33,R_W8y8OUODiMTxWxz,,,,,39.04620361328125,-77.11949920654296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Moderate/Centrist,Never,To a moderate extent,To a moderate extent,To a large extent,,To no or a very minimal extent,To an extremely large extent,To a small extent,To a small extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:16,2020-04-18 15:29:36,IP Address,128.36.7.192,100,80,True,2020-04-18 15:29:36,R_1PSggfDygWEiyV8,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Very liberal,Never,To a small extent,To a small extent,To a moderate extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:45,2020-04-18 15:29:46,IP Address,69.126.181.125,100,60,True,2020-04-18 15:29:46,R_1ln0rUyhP4V7DD9,,,,,40.9355010986328125,-73.7602996826171875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Moderate/Centrist,Never,To a moderate extent,To a large extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:29:01,2020-04-18 15:29:47,IP Address,76.232.21.95,100,45,True,2020-04-18 15:29:47,R_1I5b1Rmv4JifqVm,,,,,42.076995849609375,-87.7209014892578125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Humanities and Arts,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:47,2020-04-18 15:29:52,IP Address,24.94.11.234,100,124,True,2020-04-18 15:29:53,R_sA9MgqqShPm2nN7,,,,,32.679901123046875,-117.1708984375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:39,2020-04-18 15:29:58,IP Address,174.100.166.173,100,78,True,2020-04-18 15:29:58,R_3I4o9ObQIEaQReV,,,,,41.4712066650390625,-81.52480316162109375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Left of center,Never,To a small extent,To a small extent,To no or a very minimal extent,,To a large extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:24:54,2020-04-18 15:29:58,IP Address,162.236.165.197,100,304,True,2020-04-18 15:29:58,R_b8i2CvZ7qQ9MmPL,,,,,37.6844024658203125,-122.4380035400390625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Conservative,Never,To a small extent,To a small extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:47,2020-04-18 15:30:01,IP Address,72.177.228.60,100,133,True,2020-04-18 15:30:01,R_1FwHgG1Hv0MzGAa,,,,,29.618194580078125,-98.62599945068359375,anonymous,EN,Undergraduate student,,,,,STEM,,,Liberal,Never,To a moderate extent,To a moderate extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 15:28:46,2020-04-18 15:30:03,IP Address,71.235.242.92,100,76,True,2020-04-18 15:30:03,R_Y9zSU25m37hbBGp,,,,,41.793304443359375,-72.73850250244140625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a small extent,To a moderate extent,To a large extent,,To a moderate extent,To a moderate extent,To a large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:53,2020-04-18 15:30:09,IP Address,32.214.172.231,100,75,True,2020-04-18 15:30:09,R_x9guAvVNmmo6PcJ,,,,,41.3292999267578125,-72.966400146484375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Never,To a large extent,To an extremely large extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:28:50,2020-04-18 15:30:12,IP Address,207.255.193.167,100,81,True,2020-04-18 15:30:12,R_3KvjvGdAATUUW4s,,,,,39.5995025634765625,-78.846099853515625,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Very liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
